query_id,scene_id,query,query_type,method,quality_eligible,hit_at_1,hit_at_3,reciprocal_rank,selected_view_id,views_checked,model_calls,input_tokens,output_tokens,total_tokens,latency_ms,response_valid,trace_path
qv2_012,ConferenceHall,Find the chairs around tables,relational,graph_instruction,True,True,True,1.0,v005,7,2,1140,12,1152,3688.4888,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/ConferenceHall__qv2_012.json
qv2_013,ConferenceHall,Find the table lamps near the sofas,relational,graph_instruction,True,False,False,0.0,v005,7,2,1164,12,1176,3850.5313,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/ConferenceHall__qv2_013.json
qv2_014,ConferenceHall,Find the column near the piano,relational,graph_instruction,True,True,True,1.0,v001,14,2,1965,19,1984,5875.5975,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/ConferenceHall__qv2_014.json
qv2_015,ConferenceHall,Find the flower vase on the reception counter,relational,graph_instruction,True,True,True,1.0,v008,6,2,1079,11,1090,3439.1518,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/ConferenceHall__qv2_015.json
qv2_016,ConferenceHall,Find the reception counter in the reception area,multi_hop,graph_instruction,True,False,True,0.3333333333333333,v013,6,2,1079,11,1090,3571.6352,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/ConferenceHall__qv2_016.json
qv2_017,ConferenceHall,Find the round tables in the banquet seating area,multi_hop,graph_instruction,True,True,True,1.0,v005,7,2,1188,12,1200,3815.9979,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/ConferenceHall__qv2_017.json
qv2_018,ConferenceHall,Find the sofas in the lounge seating area,multi_hop,graph_instruction,True,False,False,0.0,v005,7,2,1176,12,1188,3722.943,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/ConferenceHall__qv2_018.json
qv2_019,ConferenceHall,Find the piano in the piano area,multi_hop,graph_instruction,True,False,False,0.0,v019,14,2,1984,19,2003,5844.6972,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/ConferenceHall__qv2_019.json
qv2_020,ConferenceHall,Find the green exit sign in the exit or doorway area,multi_hop,graph_instruction,True,True,True,1.0,v019,6,2,1112,11,1123,3692.0429,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/ConferenceHall__qv2_020.json
qv2_021,ConferenceHall,Find an area where someone can sit,functional,graph_instruction,True,True,True,1.0,v005,7,2,1164,12,1176,3796.2045,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/ConferenceHall__qv2_021.json
qv2_022,ConferenceHall,Find an area suitable for a meeting,functional,graph_instruction,True,True,True,1.0,v005,7,2,1164,12,1176,3766.0092,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/ConferenceHall__qv2_022.json
qv2_023,ConferenceHall,Find where a visitor could ask for reception help,functional,graph_instruction,True,False,True,0.3333333333333333,v019,6,2,1090,11,1101,3582.1505,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/ConferenceHall__qv2_023.json
qv2_024,ConferenceHall,Find a wayfinding or exit area,functional,graph_instruction,True,True,True,1.0,v019,8,2,1300,13,1313,4123.3627,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/ConferenceHall__qv2_024.json
qv2_025,ConferenceHall,Find the elevator access area,functional,graph_instruction,True,False,True,0.5,v019,8,2,1274,13,1287,4067.7903,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/ConferenceHall__qv2_025.json
qv2_026,ConferenceHall,Find bed,negative,graph_instruction,False,,,,v019,8,2,1235,13,1248,3854.6694,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/ConferenceHall__qv2_026.json
qv2_027,ConferenceHall,Find shower,negative,graph_instruction,False,,,,v019,8,2,1235,13,1248,3868.1497,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/ConferenceHall__qv2_027.json
qv2_028,ConferenceHall,Find vehicle,negative,graph_instruction,False,,,,v019,6,2,1013,11,1024,3397.8178,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/ConferenceHall__qv2_028.json
qv2_029,ConferenceHall,Find swimming pool,negative,graph_instruction,False,,,,v019,8,2,1248,13,1261,4063.1061,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/ConferenceHall__qv2_029.json
qv2_030,ConferenceHall,Find kitchen stove,negative,graph_instruction,False,,,,v019,8,2,1248,13,1261,3923.8466,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/ConferenceHall__qv2_030.json
qv2_031,Museume,Find the information counter,simple_object,graph_instruction,True,False,False,0.0,v016,8,2,1290,14,1304,4241.1155,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Museume__qv2_031.json
qv2_032,Museume,Find the stairs,simple_object,graph_instruction,True,True,True,1.0,v001,6,2,1062,12,1074,3471.0341,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Museume__qv2_032.json
qv2_033,Museume,Find the red exhibition panel,simple_object,graph_instruction,True,False,True,0.3333333333333333,v016,8,2,1304,14,1318,4189.5427,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Museume__qv2_033.json
qv2_034,Museume,Find the stone ruin,simple_object,graph_instruction,True,True,True,1.0,v005,11,2,1619,17,1636,5121.9426,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Museume__qv2_034.json
qv2_035,Museume,Find the Reichenstein information panel,simple_object,graph_instruction,True,True,True,1.0,v016,8,2,1332,14,1346,4361.7138,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Museume__qv2_035.json
qv2_036,Museume,Find the bright green information screens,attribute,graph_instruction,True,False,False,0.0,v016,8,2,1318,14,1332,4249.9454,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Museume__qv2_036.json
qv2_037,Museume,Find the bright yellow circular graphic,attribute,graph_instruction,True,False,False,0.0,v016,6,2,1098,12,1110,3548.1146,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Museume__qv2_037.json
qv2_038,Museume,Find the black metal mesh partitions,attribute,graph_instruction,True,False,True,0.5,v017,8,2,1318,14,1332,4849.7085,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Museume__qv2_038.json
qv2_039,Museume,Find the red text exhibition panel,attribute,graph_instruction,True,True,True,1.0,v004,16,2,2228,22,2250,7646.253,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Museume__qv2_039.json
qv2_040,Museume,Find the tall windows with an outside view,attribute,graph_instruction,True,True,True,1.0,v017,8,2,1346,14,1360,4775.4884,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Museume__qv2_040.json
qv2_041,Museume,Find the stairs with the metal railing,relational,graph_instruction,True,True,True,1.0,v001,6,2,1110,12,1122,4118.5727,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Museume__qv2_041.json
qv2_042,Museume,Find the historical photographs on the red panel,relational,graph_instruction,True,False,False,0.0,v016,16,2,2272,22,2294,7708.6935,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Museume__qv2_042.json
qv2_043,Museume,Find the visitor chairs,relational,graph_instruction,True,False,True,0.3333333333333333,v017,9,2,1407,15,1422,4504.3845,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Museume__qv2_043.json
qv2_044,Museume,Find the display labels near the stone ruin,relational,graph_instruction,True,False,False,0.0,v016,8,2,1346,14,1360,4294.6566,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Museume__qv2_044.json
qv2_045,Museume,Find the yellow floor marker on the gallery floor,relational,graph_instruction,True,True,True,1.0,v013,16,2,2294,22,2316,6853.3509,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Museume__qv2_045.json
qv2_046,Museume,Find the information counter in the information counter area,multi_hop,graph_instruction,True,False,False,0.0,v016,16,2,2294,22,2316,7328.4603,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Museume__qv2_046.json
qv2_047,Museume,Find the stairs in the stair area,multi_hop,graph_instruction,True,True,True,1.0,v001,6,2,1110,12,1122,7135.2466,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Museume__qv2_047.json
qv2_048,Museume,Find the stone wall ruin in the ruin display area,multi_hop,graph_instruction,True,False,True,0.3333333333333333,v016,8,2,1377,14,1391,9840.9109,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Museume__qv2_048.json
qv2_049,Museume,Find the red exhibition panel in the red panel area,multi_hop,graph_instruction,True,False,False,0.0,v004,16,2,2316,22,2338,12764.6553,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Museume__qv2_049.json
qv2_050,Museume,Find the tall windows on the window side,multi_hop,graph_instruction,True,True,True,1.0,v017,8,2,1346,14,1360,7483.3312,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Museume__qv2_050.json
qv2_051,Museume,Find where a museum visitor could get information,functional,graph_instruction,True,False,True,0.5,v016,6,2,1122,12,1134,9539.6161,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Museume__qv2_051.json
qv2_052,Museume,Find an area suitable for viewing exhibits,functional,graph_instruction,True,False,False,0.0,v016,8,2,1332,14,1346,8818.5506,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Museume__qv2_052.json
qv2_053,Museume,Find a place where a visitor can sit,functional,graph_instruction,True,True,True,1.0,v017,9,2,1467,15,1482,10392.8865,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Museume__qv2_053.json
qv2_054,Museume,Find the museum entrance or exit area,functional,graph_instruction,True,True,True,1.0,v001,6,2,1110,12,1122,6066.8158,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Museume__qv2_054.json
qv2_055,Museume,Find a place with exhibit labels to read,functional,graph_instruction,True,False,False,0.0,v016,8,2,1346,14,1360,4515.4548,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Museume__qv2_055.json
qv2_056,Museume,Find grand piano,negative,graph_instruction,False,,,,v017,9,2,1392,15,1407,4570.4485,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Museume__qv2_056.json
qv2_057,Museume,Find swimming pool,negative,graph_instruction,False,,,,v017,9,2,1384,15,1399,4539.7912,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Museume__qv2_057.json
qv2_058,Museume,Find bed,negative,graph_instruction,False,,,,v016,8,2,1262,14,1276,4345.3527,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Museume__qv2_058.json
qv2_059,Museume,Find shower,negative,graph_instruction,False,,,,v017,9,2,1369,15,1384,4650.7741,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Museume__qv2_059.json
qv2_060,Museume,Find projection screen,negative,graph_instruction,False,,,,v017,9,2,1392,15,1407,4571.2609,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Museume__qv2_060.json
qv2_061,Theater,Find the black stage curtain,simple_object,graph_instruction,True,False,True,0.5,v013,13,2,2366,26,2392,7910.6062,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Theater__qv2_061.json
qv2_062,Theater,Find the red upholstered seats,simple_object,graph_instruction,True,False,True,0.5,v011,8,2,1820,21,1841,5839.2636,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Theater__qv2_062.json
qv2_063,Theater,Find the green exit sign,simple_object,graph_instruction,True,False,False,0.0,v013,9,2,1909,22,1931,6468.8611,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Theater__qv2_063.json
qv2_064,Theater,Find the staircase,simple_object,graph_instruction,True,False,True,0.5,v016,9,2,1865,22,1887,6308.6356,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Theater__qv2_064.json
qv2_065,Theater,Find the wall-mounted TV,simple_object,graph_instruction,True,True,True,1.0,v011,5,2,1460,18,1478,4983.7276,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Theater__qv2_065.json
qv2_066,Theater,Find the bright red upholstered seats,attribute,graph_instruction,True,False,True,0.5,v011,8,2,1841,21,1862,5785.6976,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Theater__qv2_066.json
qv2_067,Theater,Find the closed white door,attribute,graph_instruction,True,False,False,0.0,v003,8,2,1789,21,1810,6189.9922,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Theater__qv2_067.json
qv2_068,Theater,Find the large black stage curtain,attribute,graph_instruction,True,True,True,1.0,v002,13,2,2392,26,2418,7562.7389,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Theater__qv2_068.json
qv2_069,Theater,Find the pale green corridor walls,attribute,graph_instruction,True,False,False,0.0,v011,11,2,2166,24,2190,6735.3856,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Theater__qv2_069.json
qv2_070,Theater,Find the warm wall lamps,attribute,graph_instruction,True,False,False,0.0,v008,1,2,994,14,1008,4009.1362,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Theater__qv2_070.json
qv2_071,Theater,Find the green exit sign above the doorway,relational,graph_instruction,True,False,False,0.0,v013,11,2,2219,24,2243,7540.9223,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Theater__qv2_071.json
qv2_072,Theater,Find the clock above the bookcase,relational,graph_instruction,True,False,True,0.5,v011,11,2,2195,24,2219,7135.207,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Theater__qv2_072.json
qv2_073,Theater,Find the chairs around the room,relational,graph_instruction,True,False,False,0.0,v011,8,2,1820,21,1841,6026.8983,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Theater__qv2_073.json
qv2_074,Theater,Find the staircase through the doorway,relational,graph_instruction,True,False,True,0.3333333333333333,v003,13,2,2392,26,2418,7734.4703,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Theater__qv2_074.json
qv2_075,Theater,Find the keyboard or instrument stand on the right side,relational,graph_instruction,True,False,False,0.0,v008,1,2,1064,14,1078,3826.3763,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Theater__qv2_075.json
qv2_076,Theater,Find the black stage curtain in the stage area,multi_hop,graph_instruction,True,True,True,1.0,v002,10,2,2109,23,2132,7747.0206,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Theater__qv2_076.json
qv2_077,Theater,Find the red upholstered seats in the lobby seating area,multi_hop,graph_instruction,True,False,True,0.5,v011,8,2,1925,21,1946,10230.3627,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Theater__qv2_077.json
qv2_078,Theater,Find the digital schedule screen on the notice wall,multi_hop,graph_instruction,True,True,True,1.0,v004,12,2,2350,25,2375,13237.654,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Theater__qv2_078.json
qv2_079,Theater,Find the black railing on the railing side,multi_hop,graph_instruction,True,True,True,1.0,v013,11,2,2219,24,2243,11433.6023,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Theater__qv2_079.json
qv2_080,Theater,Find the corridor passage in the backstage corridor,multi_hop,graph_instruction,True,True,True,1.0,v003,13,2,2444,26,2470,13853.8419,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Theater__qv2_080.json
qv2_081,Theater,Find an area suitable for watching a performance,functional,graph_instruction,True,True,True,1.0,v011,8,2,1862,21,1883,10977.4934,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Theater__qv2_081.json
qv2_082,Theater,Find an area suitable for performing,functional,graph_instruction,True,False,False,0.0,v016,12,2,2275,25,2300,9133.6892,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Theater__qv2_082.json
qv2_083,Theater,Find a theater exit or wayfinding area,functional,graph_instruction,True,False,True,0.5,v016,12,2,2325,25,2350,7699.394,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Theater__qv2_083.json
qv2_084,Theater,Find where a visitor could check the schedule,functional,graph_instruction,True,True,True,1.0,v004,12,2,2325,25,2350,7568.9847,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Theater__qv2_084.json
qv2_085,Theater,Find a theater lounge seating area,functional,graph_instruction,True,True,True,1.0,v011,12,2,2288,25,2313,7422.1795,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Theater__qv2_085.json
qv2_086,Theater,Find swimming pool,negative,graph_instruction,False,,,,v016,12,2,2200,25,2225,7266.3995,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Theater__qv2_086.json
qv2_087,Theater,Find bicycle,negative,graph_instruction,False,,,,v008,1,2,952,14,966,3433.4936,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Theater__qv2_087.json
qv2_088,Theater,Find kitchen stove,negative,graph_instruction,False,,,,v008,1,2,966,14,980,3420.7857,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Theater__qv2_088.json
qv2_089,Theater,Find fortress island,negative,graph_instruction,False,,,,v016,12,2,2200,25,2225,7232.3495,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Theater__qv2_089.json
qv2_090,Theater,Find beach,negative,graph_instruction,False,,,,v016,12,2,2175,25,2200,7287.2884,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/Theater__qv2_090.json
qv2_091,outdoor-street,Find the wide outdoor stairs,simple_object,graph_instruction,True,False,False,0.0,v014,11,2,1607,16,1623,5215.4735,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-street__qv2_091.json
qv2_092,outdoor-street,Find the glass-block wall,simple_object,graph_instruction,True,False,False,0.0,v021,12,2,1733,17,1750,7402.5049,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-street__qv2_092.json
qv2_093,outdoor-street,Find the traffic signs,simple_object,graph_instruction,True,False,False,0.0,v014,11,2,1591,16,1607,7317.8691,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-street__qv2_093.json
qv2_094,outdoor-street,Find the graffiti,simple_object,graph_instruction,True,False,True,0.5,v014,8,2,1246,13,1259,10172.0114,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-street__qv2_094.json
qv2_095,outdoor-street,Find the metal handrails,simple_object,graph_instruction,True,True,True,1.0,v008,12,2,1733,17,1750,11525.5448,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-street__qv2_095.json
qv2_096,outdoor-street,Find the stone beige building facade,attribute,graph_instruction,True,False,False,0.0,v005,12,2,1750,17,1767,10601.3406,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-street__qv2_096.json
qv2_097,outdoor-street,Find the bright red building facade,attribute,graph_instruction,True,True,True,1.0,v014,8,2,1285,13,1298,4510.0593,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-street__qv2_097.json
qv2_098,outdoor-street,Find the metal turquoise supports,attribute,graph_instruction,True,False,False,0.0,v014,13,2,1852,18,1870,6324.5266,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-street__qv2_098.json
qv2_099,outdoor-street,Find the outdoor cobblestone pavement,attribute,graph_instruction,True,False,True,0.5,v014,11,2,1639,16,1655,5436.4772,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-street__qv2_099.json
qv2_100,outdoor-street,Find the glass entrance doors with number 8,attribute,graph_instruction,True,False,True,0.5,v021,12,2,1801,17,1818,5590.6842,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-street__qv2_100.json
qv2_101,outdoor-street,Find the traffic signs near the tiled wall,relational,graph_instruction,True,False,True,0.3333333333333333,v014,11,2,1655,16,1671,5648.6218,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-street__qv2_101.json
qv2_102,outdoor-street,Find the graffiti on the wall,relational,graph_instruction,True,False,True,0.5,v021,12,2,1750,17,1767,5792.8056,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-street__qv2_102.json
qv2_103,outdoor-street,Find the low barred window,relational,graph_instruction,True,False,False,0.0,v014,8,2,1272,13,1285,4433.9119,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-street__qv2_103.json
qv2_104,outdoor-street,Find the metal handrails in the foreground,relational,graph_instruction,True,False,False,0.0,v014,11,2,1655,16,1671,5650.2325,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-street__qv2_104.json
qv2_105,outdoor-street,Find the glass-block wall on the right side,relational,graph_instruction,True,False,False,0.0,v021,12,2,1801,17,1818,6051.8458,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-street__qv2_105.json
qv2_106,outdoor-street,Find the wide outdoor stairs in the stair entrance area,multi_hop,graph_instruction,True,False,False,0.0,v014,11,2,1687,16,1703,5735.4741,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-street__qv2_106.json
qv2_107,outdoor-street,Find the glass entrance doors in the glass-block entrance,multi_hop,graph_instruction,True,False,True,0.5,v021,12,2,1818,17,1835,5772.7679,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-street__qv2_107.json
qv2_108,outdoor-street,Find the graffiti in the graffiti wall area,multi_hop,graph_instruction,True,False,True,0.5,v021,12,2,1784,17,1801,5808.5459,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-street__qv2_108.json
qv2_109,outdoor-street,Find the covered walkway in the covered passage,multi_hop,graph_instruction,True,False,True,0.5,v014,11,2,1671,16,1687,5486.652,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-street__qv2_109.json
qv2_110,outdoor-street,Find the beige building facade on the facade wall,multi_hop,graph_instruction,True,False,True,0.5,v021,12,2,1801,17,1818,5937.6369,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-street__qv2_110.json
qv2_111,outdoor-street,Find an area suitable for walking,functional,graph_instruction,True,True,True,1.0,v014,11,2,1623,16,1639,5257.289,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-street__qv2_111.json
qv2_112,outdoor-street,Find a building entrance area,functional,graph_instruction,True,False,True,0.5,v021,12,2,1733,17,1750,5688.2563,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-street__qv2_112.json
qv2_113,outdoor-street,Find an area suitable for moving between street levels,functional,graph_instruction,True,False,False,0.0,v014,11,2,1671,16,1687,5407.1752,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-street__qv2_113.json
qv2_114,outdoor-street,Find a utility access area,functional,graph_instruction,True,False,True,0.3333333333333333,v021,12,2,1733,17,1750,5578.0625,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-street__qv2_114.json
