variant,scene_id,query_id,query_type,quality_eligible,hit_at_1,hit_at_3,reciprocal_rank,views_checked,semantic_entries_scanned,input_tokens,elapsed_ms
pose_only,ConferenceHall-capture-pilot,qv2_008,attribute,True,True,True,1.0,5,56,1565,8.9005
pose_only,ConferenceHall-capture-pilot,qv2_009,attribute,True,True,True,1.0,3,34,1188,4.1999
pose_only,ConferenceHall-capture-pilot,qv2_010,attribute,True,True,True,1.0,4,39,1345,6.4828
pose_only,ConferenceHall-capture-pilot,qv2_011,relational,True,True,True,1.0,18,187,4293,39.6797
pose_only,ConferenceHall-capture-pilot,qv2_012,relational,True,False,True,0.5,2,19,1022,7.7078
pose_only,ConferenceHall-capture-pilot,qv2_013,relational,True,False,True,0.5,7,67,1953,16.6223
pose_only,ConferenceHall-capture-pilot,qv2_014,relational,True,True,True,1.0,3,31,1281,10.9799
pose_only,ConferenceHall-capture-pilot,qv2_015,relational,True,True,True,1.0,3,34,1284,9.2934
pose_only,ConferenceHall-capture-pilot,qv2_016,multi_hop,True,False,True,0.5,3,34,1258,8.6677
pose_only,ConferenceHall-capture-pilot,qv2_017,multi_hop,True,False,True,0.5,12,123,2892,16.6947
pose_only,ConferenceHall-capture-pilot,qv2_018,multi_hop,True,True,True,1.0,5,53,1506,5.512
pose_only,ConferenceHall-capture-pilot,qv2_019,multi_hop,True,True,True,1.0,3,31,1253,8.6105
pose_only,ConferenceHall-capture-pilot,qv2_020,multi_hop,True,True,True,1.0,2,23,1040,5.6098
pose_only,ConferenceHall-capture-pilot,qv2_021,functional,True,False,False,0.0,3,28,1244,8.1148
pose_only,ConferenceHall-capture-pilot,qv2_022,functional,True,False,False,0.0,3,28,1244,7.7166
pose_only,ConferenceHall-capture-pilot,qv2_023,functional,True,True,True,1.0,2,22,1037,9.2677
pose_only,ConferenceHall-capture-pilot,qv2_024,functional,True,True,True,1.0,2,23,1040,7.3352
pose_only,ConferenceHall-capture-pilot,qv2_025,functional,True,False,True,0.5,5,56,1640,15.165
pose_only,ConferenceHall-capture-pilot,qv2_026,negative,False,False,False,0.0,3,28,1244,8.6993
pose_only,ConferenceHall-capture-pilot,qv2_027,negative,False,False,False,0.0,3,28,1244,8.9942
pose_only,ConferenceHall-capture-pilot,qv2_028,negative,False,False,False,0.0,3,28,1244,9.7752
pose_only,ConferenceHall-capture-pilot,qv2_029,negative,False,False,False,0.0,3,28,1244,8.5443
pose_only,ConferenceHall-capture-pilot,qv2_030,negative,False,False,False,0.0,3,28,1244,9.4059
pose_semantic_merge,ConferenceHall-capture-pilot,qv2_001,simple_object,True,True,True,1.0,3,31,1287,10.9096
pose_semantic_merge,ConferenceHall-capture-pilot,qv2_002,simple_object,True,True,True,1.0,3,34,1292,13.0001
pose_semantic_merge,ConferenceHall-capture-pilot,qv2_003,simple_object,True,True,True,1.0,2,23,1058,8.2587
pose_semantic_merge,ConferenceHall-capture-pilot,qv2_004,simple_object,True,True,True,1.0,5,56,1674,15.5081
pose_semantic_merge,ConferenceHall-capture-pilot,qv2_005,simple_object,True,True,True,1.0,7,69,1925,15.9057
pose_semantic_merge,ConferenceHall-capture-pilot,qv2_006,attribute,True,True,True,1.0,4,42,1481,13.2163
pose_semantic_merge,ConferenceHall-capture-pilot,qv2_007,attribute,True,True,True,1.0,10,105,2418,13.1753
pose_semantic_merge,ConferenceHall-capture-pilot,qv2_008,attribute,True,True,True,1.0,5,56,1599,9.4768
pose_semantic_merge,ConferenceHall-capture-pilot,qv2_009,attribute,True,True,True,1.0,3,34,1222,6.7677
pose_semantic_merge,ConferenceHall-capture-pilot,qv2_010,attribute,True,True,True,1.0,4,39,1343,6.4023
pose_semantic_merge,ConferenceHall-capture-pilot,qv2_011,relational,True,True,True,1.0,18,187,4291,48.7693
pose_semantic_merge,ConferenceHall-capture-pilot,qv2_012,relational,True,True,True,1.0,1,9,839,5.1415
pose_semantic_merge,ConferenceHall-capture-pilot,qv2_013,relational,True,False,True,0.5,8,77,2149,16.6753
pose_semantic_merge,ConferenceHall-capture-pilot,qv2_014,relational,True,True,True,1.0,3,31,1315,8.7736
pose_semantic_merge,ConferenceHall-capture-pilot,qv2_015,relational,True,True,True,1.0,3,34,1318,10.7881
pose_semantic_merge,ConferenceHall-capture-pilot,qv2_016,multi_hop,True,False,True,0.5,3,34,1292,9.1494
pose_semantic_merge,ConferenceHall-capture-pilot,qv2_017,multi_hop,True,False,True,0.5,12,123,2890,24.5294
pose_semantic_merge,ConferenceHall-capture-pilot,qv2_018,multi_hop,True,True,True,1.0,5,53,1540,9.5617
pose_semantic_merge,ConferenceHall-capture-pilot,qv2_019,multi_hop,True,True,True,1.0,3,31,1287,8.2993
pose_semantic_merge,ConferenceHall-capture-pilot,qv2_020,multi_hop,True,True,True,1.0,2,23,1074,8.4929
pose_semantic_merge,ConferenceHall-capture-pilot,qv2_021,functional,True,False,False,0.0,2,18,1053,6.3229
pose_semantic_merge,ConferenceHall-capture-pilot,qv2_022,functional,True,False,False,0.0,2,18,1053,5.1085
pose_semantic_merge,ConferenceHall-capture-pilot,qv2_023,functional,True,True,True,1.0,2,22,1071,7.0513
pose_semantic_merge,ConferenceHall-capture-pilot,qv2_024,functional,True,True,True,1.0,2,23,1074,5.0301
pose_semantic_merge,ConferenceHall-capture-pilot,qv2_025,functional,True,False,True,0.5,5,56,1674,11.3442
pose_semantic_merge,ConferenceHall-capture-pilot,qv2_026,negative,False,False,False,0.0,2,18,1053,5.7326
pose_semantic_merge,ConferenceHall-capture-pilot,qv2_027,negative,False,False,False,0.0,2,18,1053,6.2056
pose_semantic_merge,ConferenceHall-capture-pilot,qv2_028,negative,False,False,False,0.0,2,18,1053,5.4869
pose_semantic_merge,ConferenceHall-capture-pilot,qv2_029,negative,False,False,False,0.0,2,18,1053,5.1922
pose_semantic_merge,ConferenceHall-capture-pilot,qv2_030,negative,False,False,False,0.0,2,18,1053,6.3232
cursor_agent_mcp,ConferenceHall-capture-pilot,qv2_001,simple_object,True,True,True,1.0,3,31,688,9.2368
cursor_agent_mcp,ConferenceHall-capture-pilot,qv2_002,simple_object,True,True,True,1.0,3,34,693,8.0516
cursor_agent_mcp,ConferenceHall-capture-pilot,qv2_003,simple_object,True,True,True,1.0,1,11,259,2.5739
cursor_agent_mcp,ConferenceHall-capture-pilot,qv2_004,simple_object,True,True,True,1.0,9,94,1825,20.546
cursor_agent_mcp,ConferenceHall-capture-pilot,qv2_005,simple_object,True,False,False,0.25,7,69,1373,13.8059
cursor_agent_mcp,ConferenceHall-capture-pilot,qv2_006,attribute,True,True,True,1.0,3,31,688,7.9167
cursor_agent_mcp,ConferenceHall-capture-pilot,qv2_007,attribute,True,True,True,1.0,14,143,2569,20.4035
cursor_agent_mcp,ConferenceHall-capture-pilot,qv2_008,attribute,True,True,True,1.0,8,86,1586,14.7461
cursor_agent_mcp,ConferenceHall-capture-pilot,qv2_009,attribute,True,True,True,1.0,3,34,623,6.6494
cursor_agent_mcp,ConferenceHall-capture-pilot,qv2_010,attribute,True,True,True,1.0,4,39,739,7.2972
cursor_agent_mcp,ConferenceHall-capture-pilot,qv2_011,relational,True,True,True,1.0,11,118,2337,31.0839
cursor_agent_mcp,ConferenceHall-capture-pilot,qv2_012,relational,True,True,True,1.0,1,9,235,3.4905
cursor_agent_mcp,ConferenceHall-capture-pilot,qv2_013,relational,True,False,False,0.0,2,19,382,4.6022
cursor_agent_mcp,ConferenceHall-capture-pilot,qv2_014,relational,True,True,True,1.0,3,31,716,12.2509
cursor_agent_mcp,ConferenceHall-capture-pilot,qv2_015,relational,True,True,True,1.0,3,34,719,11.7328
cursor_agent_mcp,ConferenceHall-capture-pilot,qv2_016,multi_hop,True,False,True,0.5,3,34,693,8.8289
cursor_agent_mcp,ConferenceHall-capture-pilot,qv2_017,multi_hop,True,False,True,0.5,12,123,2338,21.658
cursor_agent_mcp,ConferenceHall-capture-pilot,qv2_018,multi_hop,True,True,True,1.0,7,72,1303,12.6264
cursor_agent_mcp,ConferenceHall-capture-pilot,qv2_019,multi_hop,True,True,True,1.0,3,31,688,9.7021
cursor_agent_mcp,ConferenceHall-capture-pilot,qv2_020,multi_hop,True,True,True,1.0,1,11,275,3.7295
cursor_agent_mcp,ConferenceHall-capture-pilot,qv2_021,functional,True,False,False,0.0,6,56,1204,11.7123
cursor_agent_mcp,ConferenceHall-capture-pilot,qv2_022,functional,True,False,False,0.0,6,56,1204,10.882
cursor_agent_mcp,ConferenceHall-capture-pilot,qv2_023,functional,True,True,True,1.0,2,22,472,6.5156
cursor_agent_mcp,ConferenceHall-capture-pilot,qv2_024,functional,True,True,True,1.0,1,11,275,3.3041
cursor_agent_mcp,ConferenceHall-capture-pilot,qv2_025,functional,True,False,True,0.5,9,94,1825,19.3524
cursor_agent_mcp,ConferenceHall-capture-pilot,qv2_026,negative,False,False,False,0.0,6,56,1204,10.8359
cursor_agent_mcp,ConferenceHall-capture-pilot,qv2_027,negative,False,False,False,0.0,6,56,1204,10.5027
cursor_agent_mcp,ConferenceHall-capture-pilot,qv2_028,negative,False,False,False,0.0,6,56,1204,13.3565
cursor_agent_mcp,ConferenceHall-capture-pilot,qv2_029,negative,False,False,False,0.0,6,56,1204,17.8188
cursor_agent_mcp,ConferenceHall-capture-pilot,qv2_030,negative,False,False,False,0.0,6,56,1204,17.6958
manual_reference,Museume-capture,qv2_031,simple_object,True,True,True,1.0,5,58,1148,12.9677
manual_reference,Museume-capture,qv2_032,simple_object,True,True,True,1.0,3,35,753,8.7703
manual_reference,Museume-capture,qv2_033,simple_object,True,True,True,1.0,7,78,1657,20.5242
manual_reference,Museume-capture,qv2_034,simple_object,True,True,True,1.0,4,43,885,9.8851
manual_reference,Museume-capture,qv2_035,simple_object,True,True,True,1.0,3,34,716,8.1171
manual_reference,Museume-capture,qv2_036,attribute,True,True,True,1.0,5,58,1099,10.7873
manual_reference,Museume-capture,qv2_037,attribute,True,True,True,1.0,6,69,1299,11.4609
manual_reference,Museume-capture,qv2_038,attribute,True,True,True,1.0,2,22,407,4.0496
manual_reference,Museume-capture,qv2_039,attribute,True,True,True,1.0,5,56,1133,15.5026
manual_reference,Museume-capture,qv2_040,attribute,True,True,True,1.0,1,11,224,2.2708
manual_reference,Museume-capture,qv2_041,relational,True,False,False,0.0,2,22,420,3.1033
manual_reference,Museume-capture,qv2_042,relational,True,False,False,0.0,4,44,976,12.0481
manual_reference,Museume-capture,qv2_043,relational,True,False,True,0.5,5,58,1034,9.4986
manual_reference,Museume-capture,qv2_044,relational,True,True,True,1.0,7,79,1635,17.788
manual_reference,Museume-capture,qv2_045,relational,True,True,True,1.0,6,67,1223,8.4902
manual_reference,Museume-capture,qv2_046,multi_hop,True,True,True,1.0,5,58,1148,11.8997
manual_reference,Museume-capture,qv2_047,multi_hop,True,True,True,1.0,1,12,251,3.1877
manual_reference,Museume-capture,qv2_048,multi_hop,True,True,True,1.0,12,133,2654,30.3787
manual_reference,Museume-capture,qv2_049,multi_hop,True,True,True,1.0,7,78,1657,25.316
manual_reference,Museume-capture,qv2_050,multi_hop,True,True,True,1.0,4,46,890,17.4162
manual_reference,Museume-capture,qv2_051,functional,True,True,True,1.0,8,93,1743,16.4583
manual_reference,Museume-capture,qv2_052,functional,True,False,False,0.0,3,35,774,12.6422
manual_reference,Museume-capture,qv2_053,functional,True,False,True,0.333333,5,58,1004,7.2569
manual_reference,Museume-capture,qv2_054,functional,True,True,True,1.0,2,23,474,4.6388
manual_reference,Museume-capture,qv2_055,functional,True,True,True,1.0,10,109,1986,15.6106
manual_reference,Museume-capture,qv2_056,negative,False,False,False,0.0,3,35,774,9.4353
manual_reference,Museume-capture,qv2_057,negative,False,False,False,0.0,3,35,774,8.6756
manual_reference,Museume-capture,qv2_058,negative,False,False,False,0.0,3,35,774,10.275
manual_reference,Museume-capture,qv2_059,negative,False,False,False,0.0,3,35,774,12.1986
manual_reference,Museume-capture,qv2_060,negative,False,False,False,0.0,3,36,715,8.7777
pose_only,Museume-capture,qv2_031,simple_object,True,True,True,1.0,10,114,2720,20.6302
pose_only,Museume-capture,qv2_032,simple_object,True,True,True,1.0,1,12,865,4.1809
pose_only,Museume-capture,qv2_033,simple_object,True,True,True,1.0,15,169,3979,29.8806
pose_only,Museume-capture,qv2_034,simple_object,True,True,True,1.0,4,43,1514,10.8779
pose_only,Museume-capture,qv2_035,simple_object,True,True,True,1.0,5,56,1713,11.5984
pose_only,Museume-capture,qv2_036,attribute,True,True,True,1.0,1,12,883,5.9134
pose_only,Museume-capture,qv2_037,attribute,True,True,True,1.0,7,80,2024,11.8956
pose_only,Museume-capture,qv2_038,attribute,True,True,True,1.0,12,138,2957,19.3948
pose_only,Museume-capture,qv2_039,attribute,True,True,True,1.0,10,114,2663,15.876
pose_only,Museume-capture,qv2_040,attribute,True,True,True,1.0,6,68,1770,8.1159
pose_only,Museume-capture,qv2_041,relational,True,True,True,1.0,1,12,865,5.5183
pose_only,Museume-capture,qv2_042,relational,True,False,True,0.5,15,169,4008,32.9611
pose_only,Museume-capture,qv2_043,relational,True,True,True,1.0,6,70,1810,8.6691
pose_only,Museume-capture,qv2_044,relational,True,True,True,1.0,14,160,3666,27.7029
pose_only,Museume-capture,qv2_045,relational,True,True,True,1.0,8,90,2166,11.0488
pose_only,Museume-capture,qv2_046,multi_hop,True,True,True,1.0,10,114,2720,17.2753
pose_only,Museume-capture,qv2_047,multi_hop,True,True,True,1.0,1,12,878,4.3152
pose_only,Museume-capture,qv2_048,multi_hop,True,True,True,1.0,4,43,1487,10.8563
pose_only,Museume-capture,qv2_049,multi_hop,True,True,True,1.0,15,169,3979,41.4375
pose_only,Museume-capture,qv2_050,multi_hop,True,True,True,1.0,9,101,2464,21.6679
pose_only,Museume-capture,qv2_051,functional,True,True,True,1.0,2,23,1050,5.9892
pose_only,Museume-capture,qv2_052,functional,True,False,False,0.0,1,12,886,7.8208
pose_only,Museume-capture,qv2_053,functional,True,True,True,1.0,6,70,1780,10.917
pose_only,Museume-capture,qv2_054,functional,True,True,True,1.0,9,100,2381,12.0682
pose_only,Museume-capture,qv2_055,functional,True,True,True,1.0,12,132,2931,17.7026
pose_only,Museume-capture,qv2_056,negative,False,False,False,0.0,1,12,886,5.5742
pose_only,Museume-capture,qv2_057,negative,False,False,False,0.0,1,12,886,5.2497
pose_only,Museume-capture,qv2_058,negative,False,False,False,0.0,1,12,886,6.4173
pose_only,Museume-capture,qv2_059,negative,False,False,False,0.0,1,12,886,4.8299
pose_only,Museume-capture,qv2_060,negative,False,False,False,0.0,2,24,1028,5.8134
pose_semantic_merge,Museume-capture,qv2_031,simple_object,True,True,True,1.0,10,114,2721,17.7036
pose_semantic_merge,Museume-capture,qv2_032,simple_object,True,True,True,1.0,1,12,866,3.5622
pose_semantic_merge,Museume-capture,qv2_033,simple_object,True,True,True,1.0,15,169,3980,26.423
pose_semantic_merge,Museume-capture,qv2_034,simple_object,True,True,True,1.0,4,43,1515,11.7866
pose_semantic_merge,Museume-capture,qv2_035,simple_object,True,True,True,1.0,5,56,1714,12.4892
pose_semantic_merge,Museume-capture,qv2_036,attribute,True,True,True,1.0,1,12,884,4.8609
pose_semantic_merge,Museume-capture,qv2_037,attribute,True,True,True,1.0,7,80,2025,14.1912
pose_semantic_merge,Museume-capture,qv2_038,attribute,True,True,True,1.0,12,138,2958,15.7932
pose_semantic_merge,Museume-capture,qv2_039,attribute,True,True,True,1.0,10,114,2664,12.6511
pose_semantic_merge,Museume-capture,qv2_040,attribute,True,True,True,1.0,6,68,1771,10.8972
pose_semantic_merge,Museume-capture,qv2_041,relational,True,True,True,1.0,1,12,866,3.6815
pose_semantic_merge,Museume-capture,qv2_042,relational,True,False,True,0.5,15,169,4009,27.9068
pose_semantic_merge,Museume-capture,qv2_043,relational,True,True,True,1.0,6,70,1811,11.5027
pose_semantic_merge,Museume-capture,qv2_044,relational,True,True,True,1.0,14,160,3667,30.4051
pose_semantic_merge,Museume-capture,qv2_045,relational,True,True,True,1.0,8,90,2167,11.6166
pose_semantic_merge,Museume-capture,qv2_046,multi_hop,True,True,True,1.0,10,114,2721,17.946
pose_semantic_merge,Museume-capture,qv2_047,multi_hop,True,True,True,1.0,1,12,879,3.6942
pose_semantic_merge,Museume-capture,qv2_048,multi_hop,True,True,True,1.0,4,43,1488,8.6571
pose_semantic_merge,Museume-capture,qv2_049,multi_hop,True,True,True,1.0,15,169,3980,28.3403
pose_semantic_merge,Museume-capture,qv2_050,multi_hop,True,True,True,1.0,9,101,2465,16.8537
pose_semantic_merge,Museume-capture,qv2_051,functional,True,True,True,1.0,2,23,1051,5.4679
pose_semantic_merge,Museume-capture,qv2_052,functional,True,False,False,0.0,1,12,887,6.2519
pose_semantic_merge,Museume-capture,qv2_053,functional,True,True,True,1.0,6,70,1781,10.6937
pose_semantic_merge,Museume-capture,qv2_054,functional,True,True,True,1.0,9,100,2382,15.7226
pose_semantic_merge,Museume-capture,qv2_055,functional,True,True,True,1.0,12,132,2932,17.9554
pose_semantic_merge,Museume-capture,qv2_056,negative,False,False,False,0.0,1,12,887,4.622
pose_semantic_merge,Museume-capture,qv2_057,negative,False,False,False,0.0,1,12,887,3.8458
pose_semantic_merge,Museume-capture,qv2_058,negative,False,False,False,0.0,1,12,887,5.9745
pose_semantic_merge,Museume-capture,qv2_059,negative,False,False,False,0.0,1,12,887,5.6619
pose_semantic_merge,Museume-capture,qv2_060,negative,False,False,False,0.0,2,24,1029,5.8503
cursor_agent_mcp,Museume-capture,qv2_031,simple_object,True,True,True,1.0,5,58,1184,10.9992
cursor_agent_mcp,Museume-capture,qv2_032,simple_object,True,True,True,1.0,1,12,260,2.2944
cursor_agent_mcp,Museume-capture,qv2_033,simple_object,True,True,True,1.0,12,135,2703,25.4416
cursor_agent_mcp,Museume-capture,qv2_034,simple_object,True,True,True,1.0,4,43,918,7.585
cursor_agent_mcp,Museume-capture,qv2_035,simple_object,True,True,True,1.0,5,58,1291,9.1684
cursor_agent_mcp,Museume-capture,qv2_036,attribute,True,True,True,1.0,1,12,278,3.1438
cursor_agent_mcp,Museume-capture,qv2_037,attribute,True,True,True,1.0,8,92,1720,10.7579
cursor_agent_mcp,Museume-capture,qv2_038,attribute,True,True,True,1.0,9,103,1760,9.4747
cursor_agent_mcp,Museume-capture,qv2_039,attribute,True,True,True,1.0,8,91,1676,10.8532
cursor_agent_mcp,Museume-capture,qv2_040,attribute,True,True,True,1.0,4,47,889,7.9308
cursor_agent_mcp,Museume-capture,qv2_041,relational,True,True,True,1.0,11,127,2311,19.7411
cursor_agent_mcp,Museume-capture,qv2_042,relational,True,False,False,0.0,1,12,264,2.514
cursor_agent_mcp,Museume-capture,qv2_043,relational,True,True,True,1.0,6,70,1302,10.0543
cursor_agent_mcp,Museume-capture,qv2_044,relational,True,True,True,1.0,12,136,2730,25.1755
cursor_agent_mcp,Museume-capture,qv2_045,relational,True,True,True,1.0,6,67,1231,8.1641
cursor_agent_mcp,Museume-capture,qv2_046,multi_hop,True,True,True,1.0,5,58,1184,8.2172
cursor_agent_mcp,Museume-capture,qv2_047,multi_hop,True,True,True,1.0,1,12,273,1.6609
cursor_agent_mcp,Museume-capture,qv2_048,multi_hop,True,True,True,1.0,8,89,1813,12.2319
cursor_agent_mcp,Museume-capture,qv2_049,multi_hop,True,False,False,0.0,12,135,2703,24.9455
cursor_agent_mcp,Museume-capture,qv2_050,multi_hop,True,True,True,1.0,5,57,1083,9.2172
cursor_agent_mcp,Museume-capture,qv2_051,functional,True,True,True,1.0,14,157,2950,24.9329
cursor_agent_mcp,Museume-capture,qv2_052,functional,True,False,False,0.0,3,35,833,8.1894
cursor_agent_mcp,Museume-capture,qv2_053,functional,True,True,True,1.0,6,70,1272,8.2667
cursor_agent_mcp,Museume-capture,qv2_054,functional,True,True,True,1.0,6,65,1271,7.5732
cursor_agent_mcp,Museume-capture,qv2_055,functional,True,True,True,1.0,1,12,247,1.3015
cursor_agent_mcp,Museume-capture,qv2_056,negative,False,False,False,0.0,3,35,833,5.8388
cursor_agent_mcp,Museume-capture,qv2_057,negative,False,False,False,0.0,3,35,833,7.5337
cursor_agent_mcp,Museume-capture,qv2_058,negative,False,False,False,0.0,3,35,833,5.9806
cursor_agent_mcp,Museume-capture,qv2_059,negative,False,False,False,0.0,3,35,833,6.7738
cursor_agent_mcp,Museume-capture,qv2_060,negative,False,False,False,0.0,3,36,741,7.0035
manual_reference,Theater-capture,qv2_061,simple_object,True,True,True,1.0,1,11,251,4.4696
manual_reference,Theater-capture,qv2_062,simple_object,True,True,True,1.0,5,59,997,9.2289
manual_reference,Theater-capture,qv2_063,simple_object,True,False,False,0.0,2,20,390,4.4756
manual_reference,Theater-capture,qv2_064,simple_object,True,True,True,1.0,5,59,999,9.7787
manual_reference,Theater-capture,qv2_065,simple_object,True,True,True,1.0,9,101,1942,15.2275
manual_reference,Theater-capture,qv2_066,attribute,True,True,True,1.0,5,59,974,7.668
manual_reference,Theater-capture,qv2_067,attribute,True,False,False,0.0,4,41,848,16.2172
manual_reference,Theater-capture,qv2_068,attribute,True,True,True,1.0,1,11,251,6.4266
manual_reference,Theater-capture,qv2_069,attribute,True,True,True,1.0,5,54,938,10.4155
manual_reference,Theater-capture,qv2_070,attribute,True,False,False,0.0,10,113,2194,25.9647
manual_reference,Theater-capture,qv2_071,relational,True,False,False,0.0,3,32,565,6.3437
manual_reference,Theater-capture,qv2_072,relational,True,True,True,1.0,1,12,226,3.3037
manual_reference,Theater-capture,qv2_073,relational,True,True,True,1.0,5,59,1030,9.512
manual_reference,Theater-capture,qv2_074,relational,True,False,False,0.0,5,59,1011,7.7075
manual_reference,Theater-capture,qv2_075,relational,True,True,True,1.0,5,55,1016,8.5737
manual_reference,Theater-capture,qv2_076,multi_hop,True,True,True,1.0,1,11,251,3.063
manual_reference,Theater-capture,qv2_077,multi_hop,True,True,True,1.0,5,59,1051,11.3019
manual_reference,Theater-capture,qv2_078,multi_hop,True,True,True,1.0,3,34,632,6.699
manual_reference,Theater-capture,qv2_079,multi_hop,True,True,True,1.0,10,113,2092,20.7503
manual_reference,Theater-capture,qv2_080,multi_hop,True,True,True,1.0,5,55,941,9.6553
manual_reference,Theater-capture,qv2_081,functional,True,False,False,0.0,5,59,891,4.0199
manual_reference,Theater-capture,qv2_082,functional,True,False,False,0.0,5,59,1011,9.9875
manual_reference,Theater-capture,qv2_083,functional,True,True,True,1.0,6,71,1191,11.0112
manual_reference,Theater-capture,qv2_084,functional,True,True,True,1.0,3,34,625,5.1133
manual_reference,Theater-capture,qv2_085,functional,True,False,False,0.0,6,71,1342,12.7325
manual_reference,Theater-capture,qv2_086,negative,False,False,False,0.0,5,59,1011,9.0483
manual_reference,Theater-capture,qv2_087,negative,False,False,False,0.0,5,59,1011,8.5492
manual_reference,Theater-capture,qv2_088,negative,False,False,False,0.0,5,59,1011,10.2484
manual_reference,Theater-capture,qv2_089,negative,False,False,False,0.0,5,59,1011,8.9749
manual_reference,Theater-capture,qv2_090,negative,False,False,False,0.0,5,59,1011,10.5396
pose_only,Theater-capture,qv2_061,simple_object,True,True,True,1.0,1,11,853,5.1344
pose_only,Theater-capture,qv2_062,simple_object,True,True,True,1.0,1,12,842,4.4075
pose_only,Theater-capture,qv2_063,simple_object,True,True,True,1.0,1,12,851,4.9995
pose_only,Theater-capture,qv2_064,simple_object,True,True,True,1.0,5,59,1697,10.4648
pose_only,Theater-capture,qv2_065,simple_object,True,True,True,1.0,9,102,2362,14.2
pose_only,Theater-capture,qv2_066,attribute,True,True,True,1.0,1,12,842,5.0447
pose_only,Theater-capture,qv2_067,attribute,True,True,True,1.0,5,52,1530,8.0337
pose_only,Theater-capture,qv2_068,attribute,True,True,True,1.0,1,11,853,3.7496
