query_id,scene_id,query,method,quality_eligible,hit_at_1,hit_at_3,reciprocal_rank,selected_view_id,views_checked,selected_cluster_ids,query_input_tokens,query_encoder_latency_ms
qv2_006,ConferenceHall,Find the black piano,raw_rgbd_hierarchy_clip,True,False,False,0.0,v019,3,raw_cluster_02|raw_cluster_04,6,5.222694
qv2_007,ConferenceHall,Find the cream sofas,flat_clip,True,True,True,1.0,v014,20,,7,5.222694
qv2_007,ConferenceHall,Find the cream sofas,manual_hierarchy_clip,True,True,True,1.0,v014,14,manual_zone_conferencehall_lounge_corridor|manual_zone_conferencehall_exit_wayfinding,7,5.222694
qv2_007,ConferenceHall,Find the cream sofas,raw_rgbd_hierarchy_clip,True,True,True,1.0,v014,3,raw_cluster_03|raw_cluster_04,7,5.222694
qv2_008,ConferenceHall,Find the golden elevator doors,flat_clip,True,False,True,0.3333333333333333,v016,20,,7,5.222694
qv2_008,ConferenceHall,Find the golden elevator doors,manual_hierarchy_clip,True,False,False,0.25,v016,14,manual_zone_conferencehall_exit_wayfinding|manual_zone_conferencehall_lounge_corridor,7,5.222694
qv2_008,ConferenceHall,Find the golden elevator doors,raw_rgbd_hierarchy_clip,True,False,False,0.0,v019,3,raw_cluster_02|raw_cluster_04,7,5.222694
qv2_009,ConferenceHall,Find the dark reception counter,flat_clip,True,False,True,0.3333333333333333,v019,20,,7,5.222694
qv2_009,ConferenceHall,Find the dark reception counter,manual_hierarchy_clip,True,False,False,0.0,v019,14,manual_zone_conferencehall_exit_wayfinding|manual_zone_conferencehall_lounge_corridor,7,5.222694
qv2_009,ConferenceHall,Find the dark reception counter,raw_rgbd_hierarchy_clip,True,False,False,0.0,v019,3,raw_cluster_02|raw_cluster_04,7,5.222694
qv2_010,ConferenceHall,Find the white covered chairs,flat_clip,True,True,True,1.0,v017,20,,7,5.222694
qv2_010,ConferenceHall,Find the white covered chairs,manual_hierarchy_clip,True,False,False,0.1,v014,14,manual_zone_conferencehall_exit_wayfinding|manual_zone_conferencehall_lounge_corridor,7,5.222694
qv2_010,ConferenceHall,Find the white covered chairs,raw_rgbd_hierarchy_clip,True,True,True,1.0,v017,5,raw_cluster_06|raw_cluster_03,7,5.222694
qv2_011,ConferenceHall,Find the piano near the wall,flat_clip,True,False,True,0.3333333333333333,v011,20,,8,5.222694
qv2_011,ConferenceHall,Find the piano near the wall,manual_hierarchy_clip,True,False,True,0.3333333333333333,v011,8,manual_zone_conferencehall_exit_wayfinding|manual_zone_conferencehall_elevator_access,8,5.222694
qv2_011,ConferenceHall,Find the piano near the wall,raw_rgbd_hierarchy_clip,True,False,False,0.0,v019,3,raw_cluster_02|raw_cluster_04,8,5.222694
qv2_012,ConferenceHall,Find the chairs around tables,flat_clip,True,False,False,0.06666666666666667,v019,20,,7,5.222694
qv2_012,ConferenceHall,Find the chairs around tables,manual_hierarchy_clip,True,False,False,0.0,v019,14,manual_zone_conferencehall_exit_wayfinding|manual_zone_conferencehall_lounge_corridor,7,5.222694
qv2_012,ConferenceHall,Find the chairs around tables,raw_rgbd_hierarchy_clip,True,False,False,0.0,v019,2,raw_cluster_02|raw_cluster_03,7,5.222694
qv2_013,ConferenceHall,Find the table lamps near the sofas,flat_clip,True,False,True,0.5,v010,20,,10,5.222694
qv2_013,ConferenceHall,Find the table lamps near the sofas,manual_hierarchy_clip,True,False,True,0.5,v010,14,manual_zone_conferencehall_lounge_corridor|manual_zone_conferencehall_exit_wayfinding,10,5.222694
qv2_013,ConferenceHall,Find the table lamps near the sofas,raw_rgbd_hierarchy_clip,True,False,True,0.5,v010,12,raw_cluster_03|raw_cluster_01,10,5.222694
qv2_014,ConferenceHall,Find the column near the piano,flat_clip,True,False,False,0.1111111111111111,v011,20,,8,5.222694
qv2_014,ConferenceHall,Find the column near the piano,manual_hierarchy_clip,True,False,False,0.0,v011,8,manual_zone_conferencehall_exit_wayfinding|manual_zone_conferencehall_elevator_access,8,5.222694
qv2_014,ConferenceHall,Find the column near the piano,raw_rgbd_hierarchy_clip,True,False,False,0.14285714285714285,v011,13,raw_cluster_01|raw_cluster_04,8,5.222694
qv2_015,ConferenceHall,Find the flower vase on the reception counter,flat_clip,True,False,False,0.1111111111111111,v019,20,,10,5.222694
qv2_015,ConferenceHall,Find the flower vase on the reception counter,manual_hierarchy_clip,True,False,False,0.0,v019,14,manual_zone_conferencehall_exit_wayfinding|manual_zone_conferencehall_lounge_corridor,10,5.222694
qv2_015,ConferenceHall,Find the flower vase on the reception counter,raw_rgbd_hierarchy_clip,True,False,False,0.0,v019,2,raw_cluster_02|raw_cluster_03,10,5.222694
qv2_016,ConferenceHall,Find the reception counter in the reception area,flat_clip,True,True,True,1.0,v004,20,,10,5.222694
qv2_016,ConferenceHall,Find the reception counter in the reception area,manual_hierarchy_clip,True,True,True,1.0,v004,6,manual_zone_conferencehall_exit_wayfinding|manual_zone_conferencehall_reception_service,10,5.222694
qv2_016,ConferenceHall,Find the reception counter in the reception area,raw_rgbd_hierarchy_clip,True,True,True,1.0,v004,12,raw_cluster_05|raw_cluster_01,10,5.222694
qv2_017,ConferenceHall,Find the round tables in the banquet seating area,flat_clip,True,True,True,1.0,v018,20,,11,5.222694
qv2_017,ConferenceHall,Find the round tables in the banquet seating area,manual_hierarchy_clip,True,True,True,1.0,v018,7,manual_zone_conferencehall_banquet_hall|manual_zone_conferencehall_exit_wayfinding,11,5.222694
qv2_017,ConferenceHall,Find the round tables in the banquet seating area,raw_rgbd_hierarchy_clip,True,True,True,1.0,v018,15,raw_cluster_06|raw_cluster_01,11,5.222694
qv2_018,ConferenceHall,Find the sofas in the lounge seating area,flat_clip,True,True,True,1.0,v002,20,,11,5.222694
qv2_018,ConferenceHall,Find the sofas in the lounge seating area,manual_hierarchy_clip,True,True,True,1.0,v002,14,manual_zone_conferencehall_lounge_corridor|manual_zone_conferencehall_exit_wayfinding,11,5.222694
qv2_018,ConferenceHall,Find the sofas in the lounge seating area,raw_rgbd_hierarchy_clip,True,True,True,1.0,v002,12,raw_cluster_05|raw_cluster_01,11,5.222694
qv2_019,ConferenceHall,Find the piano in the piano area,flat_clip,True,True,True,1.0,v011,20,,9,5.222694
qv2_019,ConferenceHall,Find the piano in the piano area,manual_hierarchy_clip,True,True,True,1.0,v011,8,manual_zone_conferencehall_exit_wayfinding|manual_zone_conferencehall_elevator_access,9,5.222694
qv2_019,ConferenceHall,Find the piano in the piano area,raw_rgbd_hierarchy_clip,True,True,True,1.0,v011,12,raw_cluster_02|raw_cluster_01,9,5.222694
qv2_020,ConferenceHall,Find the green exit sign in the exit or doorway area,flat_clip,True,True,True,1.0,v019,20,,13,5.222694
qv2_020,ConferenceHall,Find the green exit sign in the exit or doorway area,manual_hierarchy_clip,True,True,True,1.0,v019,8,manual_zone_conferencehall_exit_wayfinding|manual_zone_conferencehall_elevator_access,13,5.222694
qv2_020,ConferenceHall,Find the green exit sign in the exit or doorway area,raw_rgbd_hierarchy_clip,True,True,True,1.0,v019,3,raw_cluster_02|raw_cluster_04,13,5.222694
qv2_021,ConferenceHall,Find an area where someone can sit,flat_clip,True,False,True,0.5,v019,20,,9,5.222694
qv2_021,ConferenceHall,Find an area where someone can sit,manual_hierarchy_clip,True,False,True,0.5,v019,14,manual_zone_conferencehall_exit_wayfinding|manual_zone_conferencehall_lounge_corridor,9,5.222694
qv2_021,ConferenceHall,Find an area where someone can sit,raw_rgbd_hierarchy_clip,True,False,True,0.5,v019,2,raw_cluster_02|raw_cluster_03,9,5.222694
qv2_022,ConferenceHall,Find an area suitable for a meeting,flat_clip,True,False,True,0.5,v012,20,,9,5.222694
qv2_022,ConferenceHall,Find an area suitable for a meeting,manual_hierarchy_clip,True,True,True,1.0,v018,7,manual_zone_conferencehall_exit_wayfinding|manual_zone_conferencehall_banquet_hall,9,5.222694
qv2_022,ConferenceHall,Find an area suitable for a meeting,raw_rgbd_hierarchy_clip,True,False,True,0.5,v012,15,raw_cluster_06|raw_cluster_01,9,5.222694
qv2_023,ConferenceHall,Find where a visitor could ask for reception help,flat_clip,True,True,True,1.0,v004,20,,11,5.222694
qv2_023,ConferenceHall,Find where a visitor could ask for reception help,manual_hierarchy_clip,True,True,True,1.0,v004,6,manual_zone_conferencehall_exit_wayfinding|manual_zone_conferencehall_reception_service,11,5.222694
qv2_023,ConferenceHall,Find where a visitor could ask for reception help,raw_rgbd_hierarchy_clip,True,True,True,1.0,v004,5,raw_cluster_05|raw_cluster_06,11,5.222694
qv2_024,ConferenceHall,Find a wayfinding or exit area,flat_clip,True,False,False,0.1111111111111111,v013,20,,9,5.222694
qv2_024,ConferenceHall,Find a wayfinding or exit area,manual_hierarchy_clip,True,False,False,0.2,v013,8,manual_zone_conferencehall_exit_wayfinding|manual_zone_conferencehall_elevator_access,9,5.222694
qv2_024,ConferenceHall,Find a wayfinding or exit area,raw_rgbd_hierarchy_clip,True,False,False,0.125,v013,12,raw_cluster_01|raw_cluster_02,9,5.222694
qv2_025,ConferenceHall,Find the elevator access area,flat_clip,True,False,True,0.5,v019,20,,7,5.222694
qv2_025,ConferenceHall,Find the elevator access area,manual_hierarchy_clip,True,False,True,0.5,v019,8,manual_zone_conferencehall_exit_wayfinding|manual_zone_conferencehall_elevator_access,7,5.222694
qv2_025,ConferenceHall,Find the elevator access area,raw_rgbd_hierarchy_clip,True,False,True,0.5,v019,12,raw_cluster_02|raw_cluster_01,7,5.222694
qv2_026,ConferenceHall,Find bed,flat_clip,False,,,,v020,20,,4,5.222694
qv2_026,ConferenceHall,Find bed,manual_hierarchy_clip,False,,,,v020,14,manual_zone_conferencehall_exit_wayfinding|manual_zone_conferencehall_lounge_corridor,4,5.222694
qv2_026,ConferenceHall,Find bed,raw_rgbd_hierarchy_clip,False,,,,v019,2,raw_cluster_02|raw_cluster_03,4,5.222694
qv2_027,ConferenceHall,Find shower,flat_clip,False,,,,v019,20,,4,5.222694
qv2_027,ConferenceHall,Find shower,manual_hierarchy_clip,False,,,,v019,14,manual_zone_conferencehall_exit_wayfinding|manual_zone_conferencehall_lounge_corridor,4,5.222694
qv2_027,ConferenceHall,Find shower,raw_rgbd_hierarchy_clip,False,,,,v019,3,raw_cluster_02|raw_cluster_04,4,5.222694
qv2_028,ConferenceHall,Find vehicle,flat_clip,False,,,,v019,20,,4,5.222694
qv2_028,ConferenceHall,Find vehicle,manual_hierarchy_clip,False,,,,v019,14,manual_zone_conferencehall_exit_wayfinding|manual_zone_conferencehall_lounge_corridor,4,5.222694
qv2_028,ConferenceHall,Find vehicle,raw_rgbd_hierarchy_clip,False,,,,v019,3,raw_cluster_02|raw_cluster_04,4,5.222694
qv2_029,ConferenceHall,Find swimming pool,flat_clip,False,,,,v014,20,,5,5.222694
qv2_029,ConferenceHall,Find swimming pool,manual_hierarchy_clip,False,,,,v014,8,manual_zone_conferencehall_exit_wayfinding|manual_zone_conferencehall_elevator_access,5,5.222694
qv2_029,ConferenceHall,Find swimming pool,raw_rgbd_hierarchy_clip,False,,,,v014,2,raw_cluster_03|raw_cluster_05,5,5.222694
qv2_030,ConferenceHall,Find kitchen stove,flat_clip,False,,,,v020,20,,5,5.222694
qv2_030,ConferenceHall,Find kitchen stove,manual_hierarchy_clip,False,,,,v020,14,manual_zone_conferencehall_exit_wayfinding|manual_zone_conferencehall_lounge_corridor,5,5.222694
qv2_030,ConferenceHall,Find kitchen stove,raw_rgbd_hierarchy_clip,False,,,,v020,3,raw_cluster_04|raw_cluster_02,5,5.222694
qv2_031,Museume,Find the information counter,flat_clip,True,True,True,1.0,v001,20,,6,5.222694
qv2_031,Museume,Find the information counter,manual_hierarchy_clip,True,True,True,1.0,v001,6,manual_zone_museume_entrance_information|manual_zone_museume_visitor_seating_workshop,6,5.222694
qv2_031,Museume,Find the information counter,raw_rgbd_hierarchy_clip,True,True,True,1.0,v001,5,raw_cluster_01|raw_cluster_05,6,5.222694
qv2_032,Museume,Find the stairs,flat_clip,True,False,False,0.09090909090909091,v002,20,,5,5.222694
qv2_032,Museume,Find the stairs,manual_hierarchy_clip,True,False,False,0.2,v002,6,manual_zone_museume_entrance_information|manual_zone_museume_visitor_seating_workshop,5,5.222694
qv2_032,Museume,Find the stairs,raw_rgbd_hierarchy_clip,True,False,False,0.0,v002,6,raw_cluster_05|raw_cluster_03,5,5.222694
qv2_033,Museume,Find the red exhibition panel,flat_clip,True,True,True,1.0,v008,20,,7,3.5461
qv2_033,Museume,Find the red exhibition panel,manual_hierarchy_clip,True,True,True,1.0,v008,9,manual_zone_museume_visitor_seating_workshop|manual_zone_museume_window_mesh_side,7,3.5461
qv2_033,Museume,Find the red exhibition panel,raw_rgbd_hierarchy_clip,True,True,True,1.0,v008,14,raw_cluster_04|raw_cluster_05,7,3.5461
qv2_034,Museume,Find the stone ruin,flat_clip,True,False,True,0.5,v010,20,,6,3.5461
qv2_034,Museume,Find the stone ruin,manual_hierarchy_clip,True,False,True,0.5,v010,13,manual_zone_museume_ruin_label_gallery|manual_zone_museume_red_panel_gallery,6,3.5461
qv2_034,Museume,Find the stone ruin,raw_rgbd_hierarchy_clip,True,False,False,0.0,v010,6,raw_cluster_03|raw_cluster_05,6,3.5461
qv2_035,Museume,Find the Reichenstein information panel,flat_clip,True,True,True,1.0,v019,20,,9,3.5461
qv2_035,Museume,Find the Reichenstein information panel,manual_hierarchy_clip,True,True,True,1.0,v019,8,manual_zone_museume_reichenstein_media|manual_zone_museume_window_mesh_side,9,3.5461
qv2_035,Museume,Find the Reichenstein information panel,raw_rgbd_hierarchy_clip,True,True,True,1.0,v019,12,raw_cluster_02|raw_cluster_04,9,3.5461
qv2_036,Museume,Find the bright green information screens,flat_clip,True,False,False,0.25,v002,20,,8,3.5461
qv2_036,Museume,Find the bright green information screens,manual_hierarchy_clip,True,False,True,0.5,v002,6,manual_zone_museume_entrance_information|manual_zone_museume_visitor_seating_workshop,8,3.5461
qv2_036,Museume,Find the bright green information screens,raw_rgbd_hierarchy_clip,True,False,False,0.0,v002,5,raw_cluster_05|raw_cluster_06,8,3.5461
qv2_037,Museume,Find the bright yellow circular graphic,flat_clip,True,True,True,1.0,v003,20,,8,3.5461
qv2_037,Museume,Find the bright yellow circular graphic,manual_hierarchy_clip,True,True,True,1.0,v003,14,manual_zone_museume_red_panel_gallery|manual_zone_museume_visitor_seating_workshop,8,3.5461
qv2_037,Museume,Find the bright yellow circular graphic,raw_rgbd_hierarchy_clip,True,True,True,1.0,v003,5,raw_cluster_06|raw_cluster_05,8,3.5461
qv2_038,Museume,Find the black metal mesh partitions,flat_clip,True,True,True,1.0,v011,20,,9,3.5461
qv2_038,Museume,Find the black metal mesh partitions,manual_hierarchy_clip,True,True,True,1.0,v011,9,manual_zone_museume_window_mesh_side|manual_zone_museume_visitor_seating_workshop,9,3.5461
qv2_038,Museume,Find the black metal mesh partitions,raw_rgbd_hierarchy_clip,True,True,True,1.0,v011,14,raw_cluster_05|raw_cluster_04,9,3.5461
qv2_039,Museume,Find the red text exhibition panel,flat_clip,True,True,True,1.0,v008,20,,8,3.5461
qv2_039,Museume,Find the red text exhibition panel,manual_hierarchy_clip,True,True,True,1.0,v008,9,manual_zone_museume_window_mesh_side|manual_zone_museume_visitor_seating_workshop,8,3.5461
qv2_039,Museume,Find the red text exhibition panel,raw_rgbd_hierarchy_clip,True,True,True,1.0,v008,11,raw_cluster_04|raw_cluster_06,8,3.5461
qv2_040,Museume,Find the tall windows with an outside view,flat_clip,True,False,False,0.1,v014,20,,10,3.5461
qv2_040,Museume,Find the tall windows with an outside view,manual_hierarchy_clip,True,False,False,0.25,v002,6,manual_zone_museume_entrance_information|manual_zone_museume_visitor_seating_workshop,10,3.5461
qv2_040,Museume,Find the tall windows with an outside view,raw_rgbd_hierarchy_clip,True,False,False,0.0,v014,6,raw_cluster_05|raw_cluster_03,10,3.5461
qv2_041,Museume,Find the stairs with the metal railing,flat_clip,True,False,False,0.05,v014,20,,10,3.5461
qv2_041,Museume,Find the stairs with the metal railing,manual_hierarchy_clip,True,False,False,0.0,v011,9,manual_zone_museume_visitor_seating_workshop|manual_zone_museume_window_mesh_side,10,3.5461
qv2_041,Museume,Find the stairs with the metal railing,raw_rgbd_hierarchy_clip,True,False,False,0.0,v014,14,raw_cluster_05|raw_cluster_04,10,3.5461
qv2_042,Museume,Find the historical photographs on the red panel,flat_clip,True,True,True,1.0,v006,20,,10,3.5461
qv2_042,Museume,Find the historical photographs on the red panel,manual_hierarchy_clip,True,True,True,1.0,v006,16,manual_zone_museume_red_panel_gallery|manual_zone_museume_window_mesh_side,10,3.5461
qv2_042,Museume,Find the historical photographs on the red panel,raw_rgbd_hierarchy_clip,True,True,True,1.0,v006,14,raw_cluster_04|raw_cluster_05,10,3.5461
qv2_043,Museume,Find the visitor chairs,flat_clip,True,True,True,1.0,v002,20,,6,3.5461
qv2_043,Museume,Find the visitor chairs,manual_hierarchy_clip,True,True,True,1.0,v002,6,manual_zone_museume_visitor_seating_workshop|manual_zone_museume_entrance_information,6,3.5461
qv2_043,Museume,Find the visitor chairs,raw_rgbd_hierarchy_clip,True,True,True,1.0,v002,14,raw_cluster_05|raw_cluster_04,6,3.5461
qv2_044,Museume,Find the display labels near the stone ruin,flat_clip,True,True,True,1.0,v005,20,,10,3.5461
qv2_044,Museume,Find the display labels near the stone ruin,manual_hierarchy_clip,True,True,True,1.0,v005,13,manual_zone_museume_ruin_label_gallery|manual_zone_museume_red_panel_gallery,10,3.5461
qv2_044,Museume,Find the display labels near the stone ruin,raw_rgbd_hierarchy_clip,True,True,True,1.0,v005,12,raw_cluster_03|raw_cluster_04,10,3.5461
qv2_045,Museume,Find the yellow floor marker on the gallery floor,flat_clip,True,False,False,0.25,v003,20,,11,3.5461
qv2_045,Museume,Find the yellow floor marker on the gallery floor,manual_hierarchy_clip,True,False,False,0.25,v003,14,manual_zone_museume_visitor_seating_workshop|manual_zone_museume_red_panel_gallery,11,3.5461
qv2_045,Museume,Find the yellow floor marker on the gallery floor,raw_rgbd_hierarchy_clip,True,False,True,0.3333333333333333,v003,5,raw_cluster_05|raw_cluster_06,11,3.5461
qv2_046,Museume,Find the information counter in the information counter area,flat_clip,True,False,True,0.5,v020,20,,11,3.5461
qv2_046,Museume,Find the information counter in the information counter area,manual_hierarchy_clip,True,False,True,0.5,v020,6,manual_zone_museume_entrance_information|manual_zone_museume_visitor_seating_workshop,11,3.5461
qv2_046,Museume,Find the information counter in the information counter area,raw_rgbd_hierarchy_clip,True,True,True,1.0,v001,2,raw_cluster_01|raw_cluster_06,11,3.5461
qv2_047,Museume,Find the stairs in the stair area,flat_clip,True,False,False,0.1,v002,20,,9,3.5461
qv2_047,Museume,Find the stairs in the stair area,manual_hierarchy_clip,True,False,False,0.25,v002,6,manual_zone_museume_entrance_information|manual_zone_museume_visitor_seating_workshop,9,3.5461
qv2_047,Museume,Find the stairs in the stair area,raw_rgbd_hierarchy_clip,True,False,False,0.0,v002,6,raw_cluster_05|raw_cluster_03,9,3.5461
qv2_048,Museume,Find the stone wall ruin in the ruin display area,flat_clip,True,False,True,0.5,v005,20,,12,3.5461
qv2_048,Museume,Find the stone wall ruin in the ruin display area,manual_hierarchy_clip,True,False,True,0.5,v005,13,manual_zone_museume_ruin_label_gallery|manual_zone_museume_red_panel_gallery,12,3.5461
qv2_048,Museume,Find the stone wall ruin in the ruin display area,raw_rgbd_hierarchy_clip,True,False,True,0.5,v005,12,raw_cluster_03|raw_cluster_04,12,3.5461
qv2_049,Museume,Find the red exhibition panel in the red panel area,flat_clip,True,False,True,0.3333333333333333,v008,20,,12,3.5461
qv2_049,Museume,Find the red exhibition panel in the red panel area,manual_hierarchy_clip,True,False,True,0.3333333333333333,v008,14,manual_zone_museume_visitor_seating_workshop|manual_zone_museume_red_panel_gallery,12,3.5461
qv2_049,Museume,Find the red exhibition panel in the red panel area,raw_rgbd_hierarchy_clip,True,False,True,0.3333333333333333,v008,14,raw_cluster_04|raw_cluster_05,12,3.5461
qv2_050,Museume,Find the tall windows on the window side,flat_clip,True,False,False,0.1,v002,20,,10,3.5461
qv2_050,Museume,Find the tall windows on the window side,manual_hierarchy_clip,True,False,False,0.0,v002,6,manual_zone_museume_entrance_information|manual_zone_museume_visitor_seating_workshop,10,3.5461
qv2_050,Museume,Find the tall windows on the window side,raw_rgbd_hierarchy_clip,True,False,False,0.0,v002,6,raw_cluster_05|raw_cluster_03,10,3.5461
qv2_051,Museume,Find where a museum visitor could get information,flat_clip,True,False,False,0.07692307692307693,v009,20,,10,3.5461
qv2_051,Museume,Find where a museum visitor could get information,manual_hierarchy_clip,True,False,False,0.0,v009,16,manual_zone_museume_window_mesh_side|manual_zone_museume_red_panel_gallery,10,3.5461
qv2_051,Museume,Find where a museum visitor could get information,raw_rgbd_hierarchy_clip,True,False,False,0.0,v009,12,raw_cluster_04|raw_cluster_02,10,3.5461
qv2_052,Museume,Find an area suitable for viewing exhibits,flat_clip,True,True,True,1.0,v005,20,,9,3.5461
qv2_052,Museume,Find an area suitable for viewing exhibits,manual_hierarchy_clip,True,True,True,1.0,v005,13,manual_zone_museume_red_panel_gallery|manual_zone_museume_ruin_label_gallery,9,3.5461
qv2_052,Museume,Find an area suitable for viewing exhibits,raw_rgbd_hierarchy_clip,True,True,True,1.0,v005,14,raw_cluster_04|raw_cluster_05,9,3.5461
qv2_053,Museume,Find a place where a visitor can sit,flat_clip,True,True,True,1.0,v002,20,,10,3.5461
qv2_053,Museume,Find a place where a visitor can sit,manual_hierarchy_clip,True,True,True,1.0,v002,6,manual_zone_museume_visitor_seating_workshop|manual_zone_museume_entrance_information,10,3.5461
qv2_053,Museume,Find a place where a visitor can sit,raw_rgbd_hierarchy_clip,True,True,True,1.0,v002,14,raw_cluster_05|raw_cluster_04,10,3.5461
qv2_054,Museume,Find the museum entrance or exit area,flat_clip,True,False,False,0.25,v009,20,,9,3.5461
qv2_054,Museume,Find the museum entrance or exit area,manual_hierarchy_clip,True,False,False,0.0,v009,13,manual_zone_museume_ruin_label_gallery|manual_zone_museume_red_panel_gallery,9,3.5461
qv2_054,Museume,Find the museum entrance or exit area,raw_rgbd_hierarchy_clip,True,False,False,0.25,v009,14,raw_cluster_04|raw_cluster_05,9,3.5461
qv2_055,Museume,Find a place with exhibit labels to read,flat_clip,True,False,False,0.2,v003,20,,10,3.5461
qv2_055,Museume,Find a place with exhibit labels to read,manual_hierarchy_clip,True,False,False,0.2,v003,16,manual_zone_museume_window_mesh_side|manual_zone_museume_red_panel_gallery,10,3.5461
qv2_055,Museume,Find a place with exhibit labels to read,raw_rgbd_hierarchy_clip,True,False,False,0.25,v003,11,raw_cluster_04|raw_cluster_06,10,3.5461
qv2_056,Museume,Find grand piano,flat_clip,False,,,,v007,20,,5,3.5461
qv2_056,Museume,Find grand piano,manual_hierarchy_clip,False,,,,v007,14,manual_zone_museume_visitor_seating_workshop|manual_zone_museume_red_panel_gallery,5,3.5461
qv2_056,Museume,Find grand piano,raw_rgbd_hierarchy_clip,False,,,,v007,14,raw_cluster_05|raw_cluster_04,5,3.5461
qv2_057,Museume,Find swimming pool,flat_clip,False,,,,v014,20,,5,3.5461
qv2_057,Museume,Find swimming pool,manual_hierarchy_clip,False,,,,v002,6,manual_zone_museume_visitor_seating_workshop|manual_zone_museume_entrance_information,5,3.5461
qv2_057,Museume,Find swimming pool,raw_rgbd_hierarchy_clip,False,,,,v014,6,raw_cluster_05|raw_cluster_03,5,3.5461
qv2_058,Museume,Find bed,flat_clip,False,,,,v002,20,,4,3.5461
qv2_058,Museume,Find bed,manual_hierarchy_clip,False,,,,v002,6,manual_zone_museume_visitor_seating_workshop|manual_zone_museume_entrance_information,4,3.5461
qv2_058,Museume,Find bed,raw_rgbd_hierarchy_clip,False,,,,v002,6,raw_cluster_05|raw_cluster_03,4,3.5461
qv2_059,Museume,Find shower,flat_clip,False,,,,v013,20,,4,3.5461
qv2_059,Museume,Find shower,manual_hierarchy_clip,False,,,,v013,14,manual_zone_museume_visitor_seating_workshop|manual_zone_museume_red_panel_gallery,4,3.5461
qv2_059,Museume,Find shower,raw_rgbd_hierarchy_clip,False,,,,v013,6,raw_cluster_05|raw_cluster_03,4,3.5461
qv2_060,Museume,Find projection screen,flat_clip,False,,,,v007,20,,5,3.5461
qv2_060,Museume,Find projection screen,manual_hierarchy_clip,False,,,,v007,6,manual_zone_museume_visitor_seating_workshop|manual_zone_museume_entrance_information,5,3.5461
qv2_060,Museume,Find projection screen,raw_rgbd_hierarchy_clip,False,,,,v007,14,raw_cluster_05|raw_cluster_04,5,3.5461
qv2_061,Theater,Find the black stage curtain,flat_clip,True,False,False,0.125,v010,20,,7,3.5461
qv2_061,Theater,Find the black stage curtain,manual_hierarchy_clip,True,False,False,0.0,v010,5,manual_zone_theater_performance_seating|manual_zone_theater_lounge_green_room,7,3.5461
qv2_061,Theater,Find the black stage curtain,raw_rgbd_hierarchy_clip,True,False,False,0.14285714285714285,v010,11,raw_cluster_01|raw_cluster_03,7,3.5461
qv2_062,Theater,Find the red upholstered seats,flat_clip,True,False,True,0.3333333333333333,v011,20,,8,3.5461
